English word,Katakana word,Google Translate
barboires,セーヴル,Sevres
tascante,タスカンテ,Tasukante
hotwine,ワイン,Wine
regina,レッジーナ,Reggina
soeur,スール,Sur
montes,バイモンテス,Baimontesu
vides,ビデス,Bidesu
lutenieres,トリス,Tris
imagine,イマジン,Imagine
baron,ロングヴィルバロン,Longueville Baron
emile,エル,Elle
sansonni,ノン,Non
alone,アローン,Alone
radburnd,ラッドバーンド,Raddobando
cellar,ローアー,Roa
blank,ブランク,Blank
lhospitalet,ロスピタレ,Rosupitare
alexandre,アレキサンドレ,Alexandre
wine,ミニーニ,Minini
sito,セット,Set
vino,ニーノ,Nino
sauvignon,クレンデネン,Kurendenen
stevens,スティーブンス,Stephens
argentina,パタゴニア,Patagonia
riesling,リースエイング,Lease et Ing
causse,コス,Kos
rittenhouse,リッテンハウス,Rittenhouse
gvb,エレーヴ,Erevu
aoc,カンティヤック,Kantiyakku
dell,オルネライア,Oruneraia
klipper,クリッパー,Clipper
hourcade,ウルカド,Urukado
clair,クレール,Clair
grayasusi,ロゼ,Rose
belles,ルソー,Rousseau
extremadura,エストレマドゥーラ,Extremadura
tapias,タピアス,Tapiasu
wildcard,ワイルドカード,Wildcard
baio,バイオ,Bio
sinistra,シニストラ,Sinistra
rilli,ペリリエール,Peririeru
original,グレーン,Grain
fondements,メンツ,Face
years,オロロソ,Ororoso
brion,オーブリオン,Haut Brion
coutiere,クーティエール,Kutieru
gambellara,ガンベッラーラ,Gambellara
ai,アイ,Eye
trie,トリ,Birds
noir,リエ,Rie
taibane,タイバーネ,Taibane
commanderi,コマンドリー,Command Lee
voila,ル,Le
reserve,リヴァー,River
preludio,プレルディオ,Purerudio
sauvignon,ヴァンサン,Vincent
spillare,スピッラレ,Supirrare
bardi,バルディ,Baldi
sale,ルレ,Relais
chmbolle,ボール,Ball
rouge,ガ,Moth
serbolles,セルボレ,Serubore
keep,キープ,Keep
minori,ワイナリー,Winery
ke,オーク,Oak
fr,ペリエール,Perrieres
baldini,バルディーニ,Baldini
grasso,グラッソ,Grasso
musgny,ミュジニ,Myujini
bin,ビン,Bin
gille,ロ,Russia
vin,テラヴァン,Teravu~an
navarro,トレボラール,Toreboraru
couperoses,ローズ,Rose
shesh,シェシュ,Sheshu
sercial,レイラ,Leila
artisanale,アルティザナル,Arutizanaru
vigneron,パラン,Paran
cuis,サイズ,Size
stock,ストック,Stock
fleurieresles,スール,Sur
delagrange,ラグランジュ,Lagrange
rothschild,ショルダー,Shoulder
press,ブレス,Breath
antonio,タナ,Tannat
schieferberg,シッフェルベルグ,Sit Fell Berg
blanc,シャルドネコンクール,Chardonnay Competition
rocche,ドルチェ,Dolce
chaarmes,ムルソー,Meursault
ciropicariello,チロピカリエッロ,Chiropikarierro
montiano,モンティアーノ,Monty Arno
pentacrine,パンタクリーヌ,Pantakurinu
lettre,レットル,Rettoru
montee,モンテ,Monte
basto,バスト,Bust
charmeschambertin,シャルムシャンベルタン,Sharm Chambertin
bronte,ブロンテ,Bronte
cheval,シュバル,Shubaru
clair,クレア,Claire
vasse,ヴァス,Vaz
adriana,アドリアーナ,Adriana
gentlemans,ジェントルマンズ,Gentle Man
baron,バロン,Barron
niente,ファーニエンテ,Far Niente
magic,マジック,Magic
delamotte,ドゥラモット,Do~uramotto
bio,ルヴェ,Algarve
ancestrale,アンセストラル,Ansesutoraru
faial,ファイアル,Faial
fortulla,イタリア,Italy
ausone,ドーゾンヌ,Dozon'nu
annata,アンナータ,An'nata
mascarello,マスカレッロバルベラ,Masukarerro Barbera
vrai,ヴレ,Velay
it,フランケッティ,Furanketti
tamellini,タメッリーニ,Tamerrini
terra,イル,Yl
twins,ラングツインズ,Lang Twins
barrel,シングルバルル,Single Bar le
coulee,クレ,Kure
garage,ガラージュ,Garaju
riserva,リゼルヴァ,Riserva
forever,ラベル,Label
tina,ティナ,Tina
kirchenstack,キルヘンシュトゥック,Partenkirchen Stuck
entremonde,アントルモンド,Entremont de
mimosa,ミモザ,Mimosa
vinoptima,ヴィノプティマ,Vu~inoputima
isc,ウィスキー,Whiskey
salamino,サラミーノ,Saramino
quintessence,カンテサンス,Kantesansu
cuvee,カバ,Hippopotamus
akoibon,アコワボン,Akowabon
lucia,デリカ,Delica
eagele,イーグル,Eagle
le,エル,Elle
pajon,ジョン,John
morari,トッレ,Torre
lanzaga,ランサガ,Ransaga
xabec,シャベック,Shabekku
barokes,クス,Camphor tree
degrees,ディグリーズ,Degrees
hall,ホール,Hall
bressandes,ブレッサンド,Buressando
tenuta,テヌタータ,Tenutata
pechmenel,メネル,Meneru
coterotie,ロティ,Loti
rare,イーグルレアー,Eagle Leer
des,ソー,Saw
ondine,オンディーヌ,Ondine
eleonre,エレオノール,Eleanor
lorme,オルム,Olmsted
ceresa,チェレーザ,Chereza
hills,セラー,Cellar
wines,ノッサ,Nossa
trocken,ハルプトロッケン,Haruputorokken
lacaussade,ラコーサード,Rakosado
ateo,アテオ,Ateo
monasterio,モナステリオ,Monasterio
fururo,イル,Yl
white,ホワイト,White
largenteyre,ラルジャンテール,Lal Jean tail
torroutes,サルタ,Salta
as,アズ,AS
singl,グレンモーレンジ,Glenmorangie
frisson,フリソン,Furison
fallen,フォーリンエンジェル,Foreign Angel
ab,ヴィーヴァ,Vu~ivu~a
case,カーゼ,Translocase
verdo,ヴェルド,Verdot
buriano,ブリアーノ,Buriano
lavi,ラビ,Rabi
gaelic,リック,Rick
soumade,スマド,Sumado
argillieres,ザルジエール,Zarujieru
cenito,チェニート,Chenito
dane,ダンヌ,Dan'nu
re,クール,Cool
jouline,ジューリーヌ,Jurinu
bubbls,バブルス,Bubbles
sec,セミセコ,Semiseko
les,メルレッス,Meruressu
lafite,シャトーラフィット,Chateau Lafite
castello,カスティロ,Castillo
merlo,メルロ,Merlo
superior,ソレラ,Solera
port,ポルト,Porto
dolcetto,チェレット,Cheretto
notch,ノッチ,Notch
paterna,パテルナ,Paterna
dieciaani,ディエチアンニ,Diechian'ni
doc,モック,Mock
marcenasco,マルチェナスコ,Maruchenasuko
noella,エラ,Ella
cycle,サイクル,Cycle
closerie,クロゼリエ,Kurozerie
isidra,イシドラ,Isidora
ntra,ウルトラ,Ultra
paris,ルソー,Rousseau
bennevis,ベンネヴィス,Ben'nevu~isu
rosso,ロッソ,Rosso
rezerve,レゼルヴ,Reserve
maria,リア,Rear
aia,アイア,AIA
givanni,ジョヴァンニ,Giovanni
creek,ホドルスクリーク,Hodoru scan Creek
belemnita,ベルムニタ,Berumunita
metairie,メテリー,Metairie
maniere,マニエール,Manieru
rm,クラブミレジム,Club Millesime
noster,ノステル,Nosuteru
reina,レイナ,Reina
treux,トゥルー,TRUE
schist,シスト,Cyst
cotes,ヴィティス,Vitis
gigolo,ジゴロ,Gigolo
clevner,マロニエール,Maronieru
kokolo,ココロ,Heart
veaune,ボーヌ,Beaune
nov,ナンバー,Number
caolila,カリラ,Caol Ila
manel,マネル,Maner
medaille,コンクールゴールドメダル,Competition Gold Medal
muster,オーストリア,Austria
size,フィス,Vis
ligerbelair,ベレール,Belaire
sale,グラアル,Guraaru
almaviva,アルマヴィバ,Arumavu~iba
alighieri,ヴァルポリチェッラ,Valpolicella
edelmann,エーデルマン,Adelman
anglada,アングラーダ,Angler da
sperino,スペリーノ,Superino
casenove,カサノーブ,Kasanobu
todos,トドス,Todos
cabernet,ヴェラモンテ,Vu~eramonte
hermann,マン,Man
eligo,エリーゴ,Erigo
romanee,ロマネ,Romanee
frammenti,フラメンティ,Furamenti
charm,クリーム,Cream
gran,ブラン,Blanc
sauvignon,ランボーン,Lambourne
clementin,クレメンタン,Kurementan
trapet,カピタ,Kapita
une,ユヌ,Yunu
chevarier,シュヴァリエ,Chevallier
venise,ヴニーズ,Venise
pile,ピーレ,Pire
aromo,アロモ,Aromo
or,シャルル,Charles
belle,ラ,La
granera,グラネーラ,Guranera
ec,エコ,Eco
ouro,ロ,Russia
rufus,ルーファス,Rufus
lavolo,ラヴォーロ,Ravu~oro
irish,アイリッシュ,Irish
mosel,リーゼラー,Rizera
superrior,スーペリウール,Superiuru
historical,ヒストリカル,Historical
belregard,ベルルガールド,Berurugarudo
ml,ラ,La
primonero,プリモネーロ,Purimonero
derriere,デリエール,Derieru
gialla,ジャッラ,Jarra
fanio,ニオ,Niobium
pelata,リータ,Rita
rcp,ピカポル,Pikaporu
lavit,ラヴィット,Ravu~itto
gens,ジェンズ,Jens
new,ウェイ,Way
line,ライン,Line
capel,カペル,Kapell
bio,ビオビオ,Bio-Bio
ferus,テラフェルス,Teraferusu
berckem,ベルケム,Berukemu
oyamada,オヤマダ,Oyamada
santalda,サンタルダ,Santaruda
ar,ル,Le
nvgrove,グローヴ,Grove
viglione,ヴィリオーネ,Vu~irione
nv,ナイティンバー,Nye Timber
resrve,リザーヴ,Reserve
palau,ラウ,Lau
cru,アール,Earl
ellen,エレン,Ellen
cru,マッキオーレ,Makkiore
rond,シャルドネ,Chardonnay
vinificato,ヴィニフィカート,Vini Fi cart
fruites,フルーツ,Fruit
ardbog,アードボッグ,Adoboggu
xabregas,ザブレガス,Zaburegasu
bergeron,ベルジュロン,Bergerac Ron
kiwi,キウィ,Kiwi
imperiale,インペリアーレ,Imperiale
fontevecchia,シコ,Chico
cardinale,カルディナル,Cardinal
regine,レジーネ,Regineh
grigio,グリージョ,Grigio
br,バーボンバレル,Bourbon barrel
gourmand,グルマンド,Gourmande
lie,リー,Lee
amon,アモン,Ammon
fantail,ファンティル,Fan Till
fattore,ファットーレ,Fattore
royal,メルロー,Merlot
sugarille,シュガリーレ,Shugarire
marsau,マルソー,Marceau
cosson,コソン,Call loss
riesling,ゼクトリースリング,Sekt Riesling
maltroie,ラ,La
franussauvignonblanc,ソーヴィニヨンブラン,Sauvignon Blanc
suolo,スオーロ,Suoro
groffie,グロフィエ,Gurofie
heidsieck,エドシック,Heidsieck
la,アルロー,Aruro
laborde,ラボルド,Laborde
ginglinger,ジャングランジェ,Jean Grand Jefferies
valle,ヴァレ,Vallee
bourbon,ベイビーバーボン,Baby Bourbon
volte,ヴォルテ,Vu~orute
kuniko,クニコ,Kuniko
massone,マッソーネ,Massone
creek,コンクリーク,Con Creek
mallia,マリア,Maria
spa,スパ,Spa
cote,コーテ,Kothe
herv,エルヴェ,Hervé
chiappini,キアッピーニ,Kiappini
vieille,ヴォルー,Vu~oru
santurbano,サントゥルバーノ,San Trou bar Roh
medaille,リー,Lee
dale,デール,Dale
olivi,オリヴィ,Olivi
rotondo,ロトンド,Rotondo
ab,ボー,Bo
cask,ロウカスク,Roukasuku
sancerre,クロ,Black
empereur,ランペルール,Ranperuru
ferrande,ランド,Land
etienne,エティエンヌ,Etienne
frionnnes,サン,San
ventennale,ヴェンテンナーレ,Vu~enten'nare
barbaresco,バルバレスコ,Barbaresco
barrels,バレルズ,Barrels
chicco,キッコ,Kikko
barolobricco,ブリッコ,Goody two shoes
montille,ロア,Lower
maelie,マエリー,Maeri
sens,コサンス,Kosansu
dandezon,ドメーヌダンデゾン,Domaine Danderyd Dzong
medalla,レアル,Real
cairanne,ローヌ,Rhone
saintroman,ロマン,Roman
vie,ヴィエ,Business Wieland
nulle,ラングロール,Lang roll
donissan,フランス,France
crimea,クリミア,Crimea
albala,ラベル,Label
reservee,リザーヴ,Reserve
teeling,リング,Ring
vinculo,クロ,Black
monsanto,モンサント,Monsanto Co.
spyside,スペイサイド,Speyside
manos,マノス,Manos
moldova,モルドバ,Moldova
leni,レニ,Leni
wines,コパンワインズ,Kopanwainzu
follasses,フォラス,Forasu
anna,サンタンナ,Sant'Anna
carre,カレ,Carre
malagar,マラガール,Maragaru
haza,アサ,Asa
muratori,ムラトーリ,Muratori
alaya,アラヤ,Araya
weibburgunder,ヴァイサーブルグンダー,Vai Sables Gunda over
ac,バック,Back
flaegreo,フレグレオ,Furegureo
etre,エトール,Etoru
charmille,シャルミレ,Sharumire
largilliere,ラルジリエール,Largilliere
rztraminer,ゲヴェルツトラミネール,Gewurztraminer
meeting,キャンプミーティングリッジ,Camp Meeting Ridge
azul,アスル,Azul
hatte,アテ,Ate
kavalan,ラン,Orchid
serville,セルヴェル,Seruvu~eru
state,ステイト,State
dun,ダン,Dan
tailles,セル,Cell
porto,コルエイタ,Korueita
reserve,リザーブ,Reserve
poveda,ポヴェダ,Poveda
star,イタリア,Italy
vide,ヴィデ,Hvide
jau,ジョー,Joe
cask,ワインカスク,Wine cask
sale,ラローズ,Larose
passe,パス,Path
br,レスベラトロール,Resveratrol
skincontact,コンタクト,Contact
pfersigberg,フェルシグベルグ,Fell Sig Berg
mar,マール,Marl
gevrey,クリュ,Cru
vicentini,カンティーナ,Cantina
weinkellerei,アイラー,Ayler
piedras,ピエドラス,Piedras
kisvin,キスヴァン,Kisuvu~an
peduncolo,ペドゥンコロ,Pedo~unkoro
castellare,カステッラーレ,Kas Castellare
amisfield,アミスフィールド,Amisfield
roge,ルージュ,Rouge
biagio,ビアジョ,Biagio
villages,ボジョレーワイングラス,Beaujolais wine glass
gi,ジ,Di
foufoune,フフン,Fufun
reaut,ブリュット,Brut
leflaive,ルフレーヴ,Rufurevu
monde,モンド,Mond
freynelle,ネル,Nell
montecalvi,モンテカルヴィ,Montekaruvu~i
remelluri,クール,Cool
barossa,バロッサ,Barossa
macallan,ダグラスレイン,Douglas Rain
fish,フィッシュハウス,Fish House
maucaillou,メイル,Mail
corre,コッレ,Colle
taberna,タベルナ,Taverna
amorelli,アモレッリ,Amorerri
masters,マスターズ,Masters
wines,ワインズ,Wines
perticaia,ペルティカイア,Perutikaia
graviere,グラヴィエール,Guravu~ieru
sue,スー,Sue
terrale,テラーレ,Terare
johnnie,ジョニ,Joni
stoeffler,ストフラー,Sutofura
sc,エスニック,Ethnic
luvaira,ルヴァイラ,Ruvu~aira
beaun,ボーヌ,Beaune
lagaffeliere,ガフリエール,Gafurieru
camarato,カマラート,Kamarato
cousair,サンクゼール,Sankuzeru
bauser,ボーゼル,BEAUZEIL
eidora,カリラ,Caol Ila
montefico,モンテフィコ,Montefiko
vico,ヴィーコ,Vico
saintaubin,バン,Van
aurel,オーレル,Aurel
lisson,リッソン,Lisson
chanti,ポイント,Point
bls,ロゼ,Rose
olson,オルソン,Olson
lisa,モナリザ,Mona Lisa
lima,リマ,Lima
meursault,ティエリー,Thierry
edradour,マディラ,Madeira
clos,ファブリス,Fabrice
darviot,ベルト,Belt
marguerite,マルガリット,Marugaritto
selezione,サン,San
blange,ブランジェ,Buranje
resserva,レセルバ,Reserva
sleeping,スリーピング,Sleeping
pousseur,プッスール,Pussuru
eidos,ドス,Dos
dunham,ダンハム,Dunham
abruzzo,ロゼ,Rose
la,クロドラバール,Kurodorabaru
laurel,ローレル,Laurel
zotovich,ゾトヴィッチ,Zotovu~itchi
edetana,エデタナ,Edetana
catapauns,カタパウヌス,Katapaunusu
leinhohle,ラインヘーレ,Rainhere
emilien,エミリアン,Emilien
nuno,ヌーノ,Nuno
della,デラ,Della
crosparantoux,パラントゥ,Paranto~u
puy,ピュイ,Puy
bardette,バルデット,Barudetto
wigan,ウィガン,Wigan
castelrotto,カステルロット,Castelrotto
iron,グリーン,Green
sale,カステッリ,Castelli
darenberg,ダーレンベルグ,Darenberugu
broglio,バローロ,Barolo
jobardchabloz,シャブロ,Shaburo
luyt,リュイット,Ryuitto
braccesca,ブラチェスカ,Burachesuka
cabotte,カボット,Cabot
nussberg,ヌスベルグ,Nusuberugu
pinoit,ヴェネト,Veneto
gramine,グラミネ,Guramine
son,サン,San
rupestris,ルペストリス,Rupesutorisu
perignon,アラン,Alan
alsace,クラシック,Classic
biancolella,ビアンコレッラ,Biancolella
casks,デビルズカスク,Devils cask
riesling,リンギ,Ringgit
cru,ジスクール,Di school
cabernetshiraz,シラーズ,Shiraz
alakai,アラカイ,Alakai
arbane,アルバンヌ,Aruban'nu
hestan,ヘスタン,Hesutan
cafayate,カファヤテ,Cafayate
pienne,ピエンヌ,Pien'nu
gooderham,ダーハム,Durham
medaille,テラル,Terral
biz,ビーズ,Beads
boire,ラベル,Label
noir,シャングリラ,Shangri-La
cru,アル,Al
robbie,リヴァー,River
sale,イゲルエラ,Igeruera
tramin,モン,Mon
aurelia,ラ,La
aurum,アウラム,Auramu
vermeille,ラ,La
bergheim,ベルグハイム,Bergheim
roumier,モレ,Moret
singlevineyard,シングルヴィンヤード,Single Vineyard
busso,ブッソ,Founder of Buddhism
sauvignon,ノ,Roh
concha,コンチャ,Concha
cs,ロッソ,Rosso
eacute,ヴエット,Vuetto
pict,ピクト,Pict
friuli,レ,Le
igai,リッジ,Ridge
familia,ファミリア,Familia
picasses,ピカス,Pikasu
valcolli,ヴァルコリ,Vu~arukori
potron,ロン,Ron
syrahlachapelle,シャペル,Chapel
aromatizza,フルーツ,Fruit
forno,フォルノ,Forno
altenberg,アルテンベルゴ,Alten Berugo
macherelles,マシェレル,Mashereru
sogevinus,ソジェビヌス,Sojebinusu
zinfandel,シャルドネ,Chardonnay
ss,コス,Kos
robla,ブラ,Bula
imperiarl,インペリアル,Imperial
peter,オーストリア,Austria
licaunais,フランス,France
bernadotte,ベルナドット,Bernadotte
volteo,ボルテオ,Boruteo
valderizvalderiz,ヴァルデリス,Vu~aruderisu
poggione,ポッジョーネ,Pojjone
hautbrion,ブリオン,Brion
la,リベラ,Rivera
avra,アヴラ,Avra
langenlosheimer,ランゲンロスハイマー,Langen loss Hymer
cadmo,カドモ,Kadomo
battistelle,バッティステッレ,Back Sevilla Terre
selosse,ジャックセロス,Jack cell loss
rober,ロベール,Robert
anivin,ヴァン,Van
forli,フォルリ,Forli
babich,バビッチ,Babitchi
bollenberg,ボランベルグ,Boranberugu
pierre,レ,Le
val,ラ,La
sancerre,クール,Cool
spatburgunder,シュペートブルグンダー,Spatburugunder
et,リオット,Riotto
dvinci,ビアンコ,Bianco
santepietre,サンテピエトレ,Santepietore
avec,アベック,Abegg
acustic,スティック,Stick
arneis,アルネイス,Arneis
cagiolo,カッジオーロ,Kajjioro
toetto,トエット,Toetto
ballet,ボトル,Bottle
grasses,グラス,Glass
fiorese,フィオレーゼ,Fioreze
chantemerle,シャントメルル,Chantemerle
zeta,ゼータ,Zeta
zotovich,ゾドヴィッチ,Zodovu~itchi
chariot,チャリオット,Chariot
klaus,クラウス,Klaus
irpinia,イルピニア,Irupinia
savignyl,ブルゴーニュ,Burgundy
part,アウトレット,Outlet
orveau,ドルヴォー,Doruvu~o
boudinerie,ブディヌリー,Budinuri
grand,ボンド,Bond
maccario,マッカリオ,Makkario
italian,イタリアン,Italian
herrenberg,ヘーレンベルグ,Herenberugu
vins,ナイス,Nice
bertrand,アルヌルド,Arunurudo
noirs,ダルザス,D'Alsace
closfourtet,フルテ,Ferte
pettenthal,ラインハールト,Rainharuto
wolffer,ウォルファー,Wal fur
br,デッラ,Della
skull,スカル,Skull
deveronn,グレンデブロン,Gurendeburon
mascotte,マスコット,Mascot
collio,コッリオ,Korrio
azienda,モンド,Mond
grappoli,グラッポリ,Gurappori
antoine,アン,Anne
guadalupe,グアダルーペ,Guadalupe
gain,ガン,Gun
roderer,ロデレール,Rodereru
mater,マテル,Mattel
